method,m,i,step,cost,time
random,1,2,2518,35.72676467895508,4.937280893325806
random,1,2,2519,35.975318908691406,4.937280893325806
random,1,2,2520,35.627742767333984,4.937280893325806
random,1,2,2521,35.693603515625,4.937280893325806
random,1,2,2522,35.375343322753906,4.937280893325806
random,1,2,2523,35.04774475097656,4.937280893325806
random,1,2,2524,35.04558563232422,4.937280893325806
random,1,2,2525,35.44963836669922,4.937280893325806
random,1,2,2526,35.50214385986328,4.937280893325806
random,1,2,2527,35.39295196533203,4.937280893325806
random,1,2,2528,35.9839973449707,4.937280893325806
random,1,2,2529,35.672630310058594,4.937280893325806
random,1,2,2530,35.521202087402344,4.937280893325806
random,1,2,2531,35.38886260986328,4.937280893325806
random,1,2,2532,34.816246032714844,4.937280893325806
random,1,2,2533,34.65800094604492,4.937280893325806
random,1,2,2534,34.61236572265625,4.937280893325806
random,1,2,2535,34.680259704589844,4.937280893325806
random,1,2,2536,34.73189163208008,4.937280893325806
random,1,2,2537,34.73133087158203,4.937280893325806
random,1,2,2538,34.76874542236328,4.937280893325806
random,1,2,2539,34.91469192504883,4.937280893325806
random,1,2,2540,34.83208465576172,4.937280893325806
random,1,2,2541,34.37889862060547,4.937280893325806
random,1,2,2542,34.379600524902344,4.937280893325806
random,1,2,2543,34.926246643066406,4.937280893325806
random,1,2,2544,34.90568542480469,4.937280893325806
random,1,2,2545,35.14765548706055,4.937280893325806
random,1,2,2546,35.1026725769043,4.937280893325806
random,1,2,2547,35.25742721557617,4.937280893325806
random,1,2,2548,35.29951095581055,4.937280893325806
random,1,2,2549,35.508758544921875,4.937280893325806
random,1,2,2550,36.213958740234375,4.937280893325806
random,1,2,2551,36.14223861694336,4.937280893325806
random,1,2,2552,35.99717712402344,4.937280893325806
random,1,2,2553,36.07757568359375,4.937280893325806
random,1,2,2554,36.0911865234375,4.937280893325806
random,1,2,2555,36.50901794433594,4.937280893325806
random,1,2,2556,36.4941291809082,4.937280893325806
random,1,2,2557,36.73528289794922,4.937280893325806
random,1,2,2558,36.73528289794922,4.937280893325806
random,1,2,2559,36.78705978393555,4.937280893325806
random,1,2,2560,36.776649475097656,4.937280893325806
random,1,2,2561,36.79963302612305,4.937280893325806
random,1,2,2562,36.59634780883789,4.937280893325806
random,1,2,2563,36.627933502197266,4.937280893325806
random,1,2,2564,36.58574676513672,4.937280893325806
random,1,2,2565,36.78804397583008,4.937280893325806
random,1,2,2566,36.34339141845703,4.937280893325806
random,1,2,2567,36.765804290771484,4.937280893325806
random,1,2,2568,36.69856643676758,4.937280893325806
random,1,2,2569,37.02644729614258,4.937280893325806
random,1,2,2570,37.10411834716797,4.937280893325806
random,1,2,2571,37.35589599609375,4.937280893325806
random,1,2,2572,37.888328552246094,4.937280893325806
random,1,2,2573,37.891014099121094,4.937280893325806
random,1,2,2574,36.83039855957031,4.937280893325806
random,1,2,2575,36.822513580322266,4.937280893325806
random,1,2,2576,37.35654067993164,4.937280893325806
random,1,2,2577,37.98359298706055,4.937280893325806
random,1,2,2578,37.38807678222656,4.937280893325806
random,1,2,2579,36.960411071777344,4.937280893325806
random,1,2,2580,36.67308807373047,4.937280893325806
random,1,2,2581,36.270652770996094,4.937280893325806
random,1,2,2582,36.37958908081055,4.937280893325806
random,1,2,2583,36.73635482788086,4.937280893325806
random,1,2,2584,36.32850646972656,4.937280893325806
random,1,2,2585,36.149967193603516,4.937280893325806
random,1,2,2586,36.05771255493164,4.937280893325806
random,1,2,2587,36.04714584350586,4.937280893325806
random,1,2,2588,36.5396728515625,4.937280893325806
random,1,2,2589,37.0020751953125,4.937280893325806
random,1,2,2590,36.847206115722656,4.937280893325806
random,1,2,2591,36.545841217041016,4.937280893325806
random,1,2,2592,36.33988952636719,4.937280893325806
random,1,2,2593,36.141685485839844,4.937280893325806
random,1,2,2594,35.9122200012207,4.937280893325806
random,1,2,2595,35.899696350097656,4.937280893325806
random,1,2,2596,35.821937561035156,4.937280893325806
random,1,2,2597,35.537452697753906,4.937280893325806
random,1,2,2598,35.636837005615234,4.937280893325806
random,1,2,2599,35.7592658996582,4.937280893325806
random,1,2,2600,35.50337219238281,4.937280893325806
random,1,2,2601,35.75241470336914,4.937280893325806
random,1,2,2602,36.20991516113281,4.937280893325806
random,1,2,2603,36.238643646240234,4.937280893325806
random,1,2,2604,36.18745040893555,4.937280893325806
random,1,2,2605,35.649696350097656,4.937280893325806
random,1,2,2606,35.80180358886719,4.937280893325806
random,1,2,2607,35.821746826171875,4.937280893325806
random,1,2,2608,35.915103912353516,4.937280893325806
random,1,2,2609,35.92340850830078,4.937280893325806
random,1,2,2610,36.00127029418945,4.937280893325806
random,1,2,2611,36.63526916503906,4.937280893325806
random,1,2,2612,36.4073600769043,4.937280893325806
random,1,2,2613,36.6341438293457,4.937280893325806
random,1,2,2614,36.55877685546875,4.937280893325806
random,1,2,2615,36.15624237060547,4.937280893325806
random,1,2,2616,35.832950592041016,4.937280893325806
random,1,2,2617,35.81477355957031,4.937280893325806
random,1,2,2618,36.72503662109375,4.937280893325806
random,1,2,2619,36.915687561035156,4.937280893325806
random,1,2,2620,37.05679702758789,4.937280893325806
random,1,2,2621,36.68144607543945,4.937280893325806
random,1,2,2622,36.2597770690918,4.937280893325806
random,1,2,2623,36.459495544433594,4.937280893325806
random,1,2,2624,36.42158508300781,4.937280893325806
random,1,2,2625,35.64067077636719,4.937280893325806
random,1,2,2626,35.619224548339844,4.937280893325806
random,1,2,2627,35.0767936706543,4.937280893325806
random,1,2,2628,35.090030670166016,4.937280893325806
random,1,2,2629,34.77239227294922,4.937280893325806
random,1,2,2630,35.1796875,4.937280893325806
random,1,2,2631,35.48646926879883,4.937280893325806
random,1,2,2632,35.437076568603516,4.937280893325806
random,1,2,2633,35.43199157714844,4.937280893325806
random,1,2,2634,35.178955078125,4.937280893325806
random,1,2,2635,35.5057258605957,4.937280893325806
random,1,2,2636,35.49408721923828,4.937280893325806
random,1,2,2637,35.12315368652344,4.937280893325806
random,1,2,2638,35.01286315917969,4.937280893325806
random,1,2,2639,35.22106170654297,4.937280893325806
random,1,2,2640,35.081214904785156,4.937280893325806
random,1,2,2641,35.203922271728516,4.937280893325806
random,1,2,2642,35.36699676513672,4.937280893325806
random,1,2,2643,35.38801956176758,4.937280893325806
random,1,2,2644,35.50262451171875,4.937280893325806
random,1,2,2645,35.868995666503906,4.937280893325806
random,1,2,2646,35.85912322998047,4.937280893325806
random,1,2,2647,36.393306732177734,4.937280893325806
random,1,2,2648,36.48223114013672,4.937280893325806
random,1,2,2649,36.539615631103516,4.937280893325806
random,1,2,2650,36.33904266357422,4.937280893325806
random,1,2,2651,35.6887092590332,4.937280893325806
random,1,2,2652,36.44268798828125,4.937280893325806
random,1,2,2653,36.306671142578125,4.937280893325806
random,1,2,2654,36.00990295410156,4.937280893325806
random,1,2,2655,35.917686462402344,4.937280893325806
random,1,2,2656,35.96013641357422,4.937280893325806
random,1,2,2657,35.879112243652344,4.937280893325806
random,1,2,2658,36.13825225830078,4.937280893325806
random,1,2,2659,36.57841491699219,4.937280893325806
random,1,2,2660,36.272056579589844,4.937280893325806
random,1,2,2661,36.010414123535156,4.937280893325806
random,1,2,2662,35.66798400878906,4.937280893325806
random,1,2,2663,36.27621841430664,4.937280893325806
random,1,2,2664,36.10048294067383,4.937280893325806
random,1,2,2665,36.1611328125,4.937280893325806
random,1,2,2666,36.11955642700195,4.937280893325806
random,1,2,2667,36.54317092895508,4.937280893325806
random,1,2,2668,37.068336486816406,4.937280893325806
random,1,2,2669,36.84275436401367,4.937280893325806
random,1,2,2670,36.84282684326172,4.937280893325806
random,1,2,2671,36.591644287109375,4.937280893325806
random,1,2,2672,35.90211486816406,4.937280893325806
random,1,2,2673,35.66786193847656,4.937280893325806
random,1,2,2674,35.71248245239258,4.937280893325806
random,1,2,2675,35.50309371948242,4.937280893325806
random,1,2,2676,35.61329650878906,4.937280893325806
random,1,2,2677,35.5974235534668,4.937280893325806
random,1,2,2678,35.98481750488281,4.937280893325806
random,1,2,2679,36.037109375,4.937280893325806
random,1,2,2680,35.37379455566406,4.937280893325806
random,1,2,2681,35.051597595214844,4.937280893325806
random,1,2,2682,34.878440856933594,4.937280893325806
random,1,2,2683,34.72447204589844,4.937280893325806
random,1,2,2684,34.81714630126953,4.937280893325806
random,1,2,2685,35.084442138671875,4.937280893325806
random,1,2,2686,35.32205581665039,4.937280893325806
random,1,2,2687,34.850181579589844,4.937280893325806
random,1,2,2688,34.832374572753906,4.937280893325806
random,1,2,2689,35.426170349121094,4.937280893325806
random,1,2,2690,35.75938415527344,4.937280893325806
random,1,2,2691,35.18775939941406,4.937280893325806
random,1,2,2692,35.689598083496094,4.937280893325806
random,1,2,2693,35.38639831542969,4.937280893325806
random,1,2,2694,35.400211334228516,4.937280893325806
random,1,2,2695,34.846168518066406,4.937280893325806
random,1,2,2696,34.33100891113281,4.937280893325806
random,1,2,2697,34.30544662475586,4.937280893325806
random,1,2,2698,34.9119987487793,4.937280893325806
random,1,2,2699,35.061668395996094,4.937280893325806
random,1,2,2700,34.754432678222656,4.937280893325806
random,1,2,2701,34.85784149169922,4.937280893325806
random,1,2,2702,34.90497589111328,4.937280893325806
random,1,2,2703,35.74396514892578,4.937280893325806
random,1,2,2704,35.57255935668945,4.937280893325806
random,1,2,2705,35.67301559448242,4.937280893325806
random,1,2,2706,35.966148376464844,4.937280893325806
random,1,2,2707,35.856197357177734,4.937280893325806
random,1,2,2708,36.073394775390625,4.937280893325806
random,1,2,2709,35.95599365234375,4.937280893325806
random,1,2,2710,36.05091857910156,4.937280893325806
random,1,2,2711,36.051048278808594,4.937280893325806
random,1,2,2712,35.72066116333008,4.937280893325806
random,1,2,2713,35.58259582519531,4.937280893325806
random,1,2,2714,35.582275390625,4.937280893325806
random,1,2,2715,35.29917907714844,4.937280893325806
random,1,2,2716,34.83873748779297,4.937280893325806
random,1,2,2717,35.140628814697266,4.937280893325806
random,1,2,2718,35.153472900390625,4.937280893325806
random,1,2,2719,35.029747009277344,4.937280893325806
random,1,2,2720,34.86158752441406,4.937280893325806
random,1,2,2721,34.94265365600586,4.937280893325806
random,1,2,2722,34.96500015258789,4.937280893325806
random,1,2,2723,35.04850387573242,4.937280893325806
random,1,2,2724,35.686004638671875,4.937280893325806
random,1,2,2725,35.93998718261719,4.937280893325806
random,1,2,2726,35.751068115234375,4.937280893325806
random,1,2,2727,36.02838134765625,4.937280893325806
random,1,2,2728,35.70232391357422,4.937280893325806
random,1,2,2729,35.73032760620117,4.937280893325806
random,1,2,2730,35.75324249267578,4.937280893325806
random,1,2,2731,35.41339874267578,4.937280893325806
random,1,2,2732,35.365909576416016,4.937280893325806
random,1,2,2733,35.242530822753906,4.937280893325806
random,1,2,2734,34.92377471923828,4.937280893325806
random,1,2,2735,34.655792236328125,4.937280893325806
random,1,2,2736,34.59910202026367,4.937280893325806
random,1,2,2737,34.671207427978516,4.937280893325806
random,1,2,2738,34.86532974243164,4.937280893325806
random,1,2,2739,34.83012390136719,4.937280893325806
random,1,2,2740,34.92094802856445,4.937280893325806
random,1,2,2741,34.83765411376953,4.937280893325806
random,1,2,2742,34.7726936340332,4.937280893325806
random,1,2,2743,34.54497528076172,4.937280893325806
random,1,2,2744,34.81687545776367,4.937280893325806
random,1,2,2745,34.75850296020508,4.937280893325806
random,1,2,2746,34.95323944091797,4.937280893325806
random,1,2,2747,35.170379638671875,4.937280893325806
random,1,2,2748,34.27510070800781,4.937280893325806
random,1,2,2749,34.83673095703125,4.937280893325806
random,1,2,2750,35.917701721191406,4.937280893325806
random,1,2,2751,36.250823974609375,4.937280893325806
random,1,2,2752,36.18433380126953,4.937280893325806
random,1,2,2753,35.87828063964844,4.937280893325806
random,1,2,2754,35.928611755371094,4.937280893325806
random,1,2,2755,36.102638244628906,4.937280893325806
random,1,2,2756,36.063392639160156,4.937280893325806
random,1,2,2757,36.06317138671875,4.937280893325806
random,1,2,2758,36.018638610839844,4.937280893325806
random,1,2,2759,35.89205551147461,4.937280893325806
random,1,2,2760,35.889381408691406,4.937280893325806
random,1,2,2761,35.76993179321289,4.937280893325806
random,1,2,2762,35.27022171020508,4.937280893325806
random,1,2,2763,35.302940368652344,4.937280893325806
random,1,2,2764,35.62059783935547,4.937280893325806
random,1,2,2765,35.10639190673828,4.937280893325806
random,1,2,2766,34.89360809326172,4.937280893325806
random,1,2,2767,34.903472900390625,4.937280893325806
random,1,2,2768,34.71501541137695,4.937280893325806
random,1,2,2769,34.38603973388672,4.937280893325806
random,1,2,2770,34.38603973388672,4.937280893325806
random,1,2,2771,34.382225036621094,4.937280893325806
random,1,2,2772,34.69157409667969,4.937280893325806
random,1,2,2773,34.70466613769531,4.937280893325806
random,1,2,2774,35.189266204833984,4.937280893325806
random,1,2,2775,35.17160415649414,4.937280893325806
random,1,2,2776,35.00625991821289,4.937280893325806
random,1,2,2777,34.36992645263672,4.937280893325806
random,1,2,2778,34.429046630859375,4.937280893325806
random,1,2,2779,34.14717483520508,4.937280893325806
random,1,2,2780,34.04938888549805,4.937280893325806
random,1,2,2781,33.93287658691406,4.937280893325806
random,1,2,2782,33.917694091796875,4.937280893325806
random,1,2,2783,34.73954391479492,4.937280893325806
random,1,2,2784,34.587364196777344,4.937280893325806
random,1,2,2785,34.59596633911133,4.937280893325806
random,1,2,2786,34.463748931884766,4.937280893325806
random,1,2,2787,33.938785552978516,4.937280893325806
random,1,2,2788,33.27449035644531,4.937280893325806
random,1,2,2789,33.09697341918945,4.937280893325806
random,1,2,2790,32.838401794433594,4.937280893325806
random,1,2,2791,32.86250305175781,4.937280893325806
random,1,2,2792,32.83622360229492,4.937280893325806
random,1,2,2793,32.75285339355469,4.937280893325806
random,1,2,2794,33.179222106933594,4.937280893325806
random,1,2,2795,33.40179443359375,4.937280893325806
random,1,2,2796,33.5410041809082,4.937280893325806
random,1,2,2797,33.192665100097656,4.937280893325806
random,1,2,2798,33.24403381347656,4.937280893325806
random,1,2,2799,33.127479553222656,4.937280893325806
random,1,2,2800,33.50457763671875,4.937280893325806
random,1,2,2801,33.42596435546875,4.937280893325806
random,1,2,2802,33.25055694580078,4.937280893325806
random,1,2,2803,32.77340316772461,4.937280893325806
random,1,2,2804,32.85054016113281,4.937280893325806
random,1,2,2805,32.850189208984375,4.937280893325806
random,1,2,2806,33.0163459777832,4.937280893325806
random,1,2,2807,33.0815544128418,4.937280893325806
random,1,2,2808,32.11799621582031,4.937280893325806
random,1,2,2809,32.686241149902344,4.937280893325806
random,1,2,2810,32.543636322021484,4.937280893325806
random,1,2,2811,32.5702018737793,4.937280893325806
random,1,2,2812,32.543312072753906,4.937280893325806
random,1,2,2813,32.55226135253906,4.937280893325806
random,1,2,2814,32.68625259399414,4.937280893325806
random,1,2,2815,32.02989196777344,4.937280893325806
random,1,2,2816,32.25374221801758,4.937280893325806
random,1,2,2817,32.6079216003418,4.937280893325806
random,1,2,2818,32.41216278076172,4.937280893325806
random,1,2,2819,32.4460563659668,4.937280893325806
random,1,2,2820,32.42164611816406,4.937280893325806
random,1,2,2821,32.43619918823242,4.937280893325806
random,1,2,2822,32.24346160888672,4.937280893325806
random,1,2,2823,32.20939636230469,4.937280893325806
random,1,2,2824,32.28497314453125,4.937280893325806
random,1,2,2825,31.955732345581055,4.937280893325806
random,1,2,2826,31.90399169921875,4.937280893325806
random,1,2,2827,32.16151428222656,4.937280893325806
random,1,2,2828,32.38313293457031,4.937280893325806
random,1,2,2829,32.696189880371094,4.937280893325806
random,1,2,2830,32.4196891784668,4.937280893325806
random,1,2,2831,32.41462326049805,4.937280893325806
random,1,2,2832,32.35144805908203,4.937280893325806
random,1,2,2833,32.29316711425781,4.937280893325806
random,1,2,2834,32.49949645996094,4.937280893325806
random,1,2,2835,32.586769104003906,4.937280893325806
random,1,2,2836,32.586769104003906,4.937280893325806
random,1,2,2837,32.58782196044922,4.937280893325806
random,1,2,2838,32.58782196044922,4.937280893325806
random,1,2,2839,32.69940185546875,4.937280893325806
random,1,2,2840,32.75575256347656,4.937280893325806
random,1,2,2841,33.62885284423828,4.937280893325806
random,1,2,2842,34.496829986572266,4.937280893325806
random,1,2,2843,34.28431701660156,4.937280893325806
random,1,2,2844,34.33238220214844,4.937280893325806
random,1,2,2845,34.38603973388672,4.937280893325806
random,1,2,2846,34.58946990966797,4.937280893325806
random,1,2,2847,34.6310920715332,4.937280893325806
random,1,2,2848,34.79621887207031,4.937280893325806
random,1,2,2849,34.3585205078125,4.937280893325806
random,1,2,2850,34.4626579284668,4.937280893325806
random,1,2,2851,34.53065490722656,4.937280893325806
random,1,2,2852,34.47967529296875,4.937280893325806
random,1,2,2853,34.33785629272461,4.937280893325806
random,1,2,2854,34.67470932006836,4.937280893325806
random,1,2,2855,34.29191970825195,4.937280893325806
random,1,2,2856,34.340511322021484,4.937280893325806
random,1,2,2857,34.72941970825195,4.937280893325806
random,1,2,2858,35.00318908691406,4.937280893325806
random,1,2,2859,34.93865203857422,4.937280893325806
random,1,2,2860,34.55427169799805,4.937280893325806
random,1,2,2861,34.940948486328125,4.937280893325806
random,1,2,2862,34.948951721191406,4.937280893325806
random,1,2,2863,34.91825485229492,4.937280893325806
random,1,2,2864,34.92298126220703,4.937280893325806
random,1,2,2865,35.394466400146484,4.937280893325806
random,1,2,2866,35.310943603515625,4.937280893325806
random,1,2,2867,35.241371154785156,4.937280893325806
random,1,2,2868,35.204986572265625,4.937280893325806
random,1,2,2869,35.130008697509766,4.937280893325806
random,1,2,2870,35.368465423583984,4.937280893325806
random,1,2,2871,35.41383361816406,4.937280893325806
random,1,2,2872,35.47004699707031,4.937280893325806
random,1,2,2873,35.48715591430664,4.937280893325806
random,1,2,2874,35.17483139038086,4.937280893325806
random,1,2,2875,35.803646087646484,4.937280893325806
random,1,2,2876,36.17890548706055,4.937280893325806
random,1,2,2877,36.161163330078125,4.937280893325806
random,1,2,2878,36.157562255859375,4.937280893325806
random,1,2,2879,36.086822509765625,4.937280893325806
random,1,2,2880,36.20851516723633,4.937280893325806
random,1,2,2881,36.72574996948242,4.937280893325806
random,1,2,2882,36.70199203491211,4.937280893325806
random,1,2,2883,36.596107482910156,4.937280893325806
random,1,2,2884,36.310821533203125,4.937280893325806
random,1,2,2885,36.21799850463867,4.937280893325806
random,1,2,2886,36.653602600097656,4.937280893325806
random,1,2,2887,36.42364501953125,4.937280893325806
random,1,2,2888,36.42364501953125,4.937280893325806
random,1,2,2889,36.867332458496094,4.937280893325806
random,1,2,2890,36.81953811645508,4.937280893325806
random,1,2,2891,36.95283889770508,4.937280893325806
random,1,2,2892,36.94691848754883,4.937280893325806
random,1,2,2893,36.775089263916016,4.937280893325806
random,1,2,2894,36.92823791503906,4.937280893325806
random,1,2,2895,37.148494720458984,4.937280893325806
random,1,2,2896,37.312747955322266,4.937280893325806
random,1,2,2897,37.340171813964844,4.937280893325806
random,1,2,2898,37.02121353149414,4.937280893325806
random,1,2,2899,36.90137481689453,4.937280893325806
random,1,2,2900,36.75491714477539,4.937280893325806
random,1,2,2901,36.22384262084961,4.937280893325806
random,1,2,2902,36.14615249633789,4.937280893325806
random,1,2,2903,36.13569259643555,4.937280893325806
random,1,2,2904,36.1966667175293,4.937280893325806
random,1,2,2905,36.592872619628906,4.937280893325806
random,1,2,2906,36.38740539550781,4.937280893325806
random,1,2,2907,35.699378967285156,4.937280893325806
random,1,2,2908,35.690608978271484,4.937280893325806
random,1,2,2909,35.862186431884766,4.937280893325806
random,1,2,2910,35.67270278930664,4.937280893325806
random,1,2,2911,35.48994064331055,4.937280893325806
random,1,2,2912,35.398529052734375,4.937280893325806
random,1,2,2913,35.54972839355469,4.937280893325806
random,1,2,2914,35.28921127319336,4.937280893325806
random,1,2,2915,35.289207458496094,4.937280893325806
random,1,2,2916,35.09221267700195,4.937280893325806
random,1,2,2917,35.27197265625,4.937280893325806
random,1,2,2918,35.41147232055664,4.937280893325806
random,1,2,2919,34.88780212402344,4.937280893325806
random,1,2,2920,34.59585952758789,4.937280893325806
random,1,2,2921,34.80067443847656,4.937280893325806
random,1,2,2922,35.30811309814453,4.937280893325806
random,1,2,2923,35.30632019042969,4.937280893325806
random,1,2,2924,35.363807678222656,4.937280893325806
random,1,2,2925,35.37422180175781,4.937280893325806
random,1,2,2926,34.95790100097656,4.937280893325806
random,1,2,2927,34.797088623046875,4.937280893325806
random,1,2,2928,34.70759582519531,4.937280893325806
random,1,2,2929,34.53794860839844,4.937280893325806
random,1,2,2930,34.66514205932617,4.937280893325806
random,1,2,2931,34.61960983276367,4.937280893325806
random,1,2,2932,34.753013610839844,4.937280893325806
random,1,2,2933,35.01211166381836,4.937280893325806
random,1,2,2934,35.300559997558594,4.937280893325806
random,1,2,2935,35.46989440917969,4.937280893325806
random,1,2,2936,35.74555587768555,4.937280893325806
random,1,2,2937,35.45303726196289,4.937280893325806
random,1,2,2938,35.377323150634766,4.937280893325806
random,1,2,2939,35.19349670410156,4.937280893325806
random,1,2,2940,35.24263000488281,4.937280893325806
random,1,2,2941,35.236656188964844,4.937280893325806
random,1,2,2942,35.649837493896484,4.937280893325806
random,1,2,2943,35.54819869995117,4.937280893325806
random,1,2,2944,35.58457946777344,4.937280893325806
random,1,2,2945,35.244354248046875,4.937280893325806
random,1,2,2946,35.36419677734375,4.937280893325806
random,1,2,2947,35.35990905761719,4.937280893325806
random,1,2,2948,35.53614044189453,4.937280893325806
random,1,2,2949,35.59914016723633,4.937280893325806
random,1,2,2950,35.28125762939453,4.937280893325806
random,1,2,2951,35.55778503417969,4.937280893325806
random,1,2,2952,35.46502685546875,4.937280893325806
random,1,2,2953,35.44548034667969,4.937280893325806
random,1,2,2954,35.240333557128906,4.937280893325806
random,1,2,2955,34.83433532714844,4.937280893325806
random,1,2,2956,34.90415954589844,4.937280893325806
random,1,2,2957,34.92136764526367,4.937280893325806
random,1,2,2958,35.27980422973633,4.937280893325806
random,1,2,2959,35.50361251831055,4.937280893325806
random,1,2,2960,35.54859161376953,4.937280893325806
random,1,2,2961,34.656288146972656,4.937280893325806
random,1,2,2962,34.87302780151367,4.937280893325806
random,1,2,2963,34.68074417114258,4.937280893325806
random,1,2,2964,34.966827392578125,4.937280893325806
random,1,2,2965,35.18956756591797,4.937280893325806
random,1,2,2966,35.2918701171875,4.937280893325806
random,1,2,2967,35.16367721557617,4.937280893325806
random,1,2,2968,34.64023971557617,4.937280893325806
random,1,2,2969,34.54398727416992,4.937280893325806
random,1,2,2970,34.885440826416016,4.937280893325806
random,1,2,2971,35.25299072265625,4.937280893325806
random,1,2,2972,35.101219177246094,4.937280893325806
random,1,2,2973,36.349491119384766,4.937280893325806
random,1,2,2974,36.06404495239258,4.937280893325806
random,1,2,2975,35.72003173828125,4.937280893325806
random,1,2,2976,35.80037307739258,4.937280893325806
random,1,2,2977,35.44252395629883,4.937280893325806
random,1,2,2978,35.390846252441406,4.937280893325806
random,1,2,2979,35.276371002197266,4.937280893325806
random,1,2,2980,34.91474914550781,4.937280893325806
random,1,2,2981,34.700252532958984,4.937280893325806
random,1,2,2982,34.697662353515625,4.937280893325806
random,1,2,2983,34.77652359008789,4.937280893325806
random,1,2,2984,34.37767791748047,4.937280893325806
random,1,2,2985,34.214012145996094,4.937280893325806
random,1,2,2986,34.240272521972656,4.937280893325806
random,1,2,2987,33.5542106628418,4.937280893325806
random,1,2,2988,33.65972900390625,4.937280893325806
random,1,2,2989,33.67958068847656,4.937280893325806
random,1,2,2990,33.708274841308594,4.937280893325806
random,1,2,2991,34.198081970214844,4.937280893325806
random,1,2,2992,34.20391845703125,4.937280893325806
random,1,2,2993,33.75459289550781,4.937280893325806
random,1,2,2994,33.99821853637695,4.937280893325806
random,1,2,2995,33.87895965576172,4.937280893325806
random,1,2,2996,33.87895965576172,4.937280893325806
random,1,2,2997,33.90778350830078,4.937280893325806
random,1,2,2998,33.960514068603516,4.937280893325806
random,1,2,2999,34.10778045654297,4.937280893325806
random,1,2,3000,34.16871643066406,4.937280893325806
random,1,2,3001,34.225555419921875,4.937280893325806
random,1,2,3002,34.181644439697266,4.937280893325806
random,1,2,3003,34.17750549316406,4.937280893325806
random,1,2,3004,33.88236618041992,4.937280893325806
random,1,2,3005,33.87169647216797,4.937280893325806
random,1,2,3006,34.271366119384766,4.937280893325806
random,1,2,3007,34.24367141723633,4.937280893325806
random,1,2,3008,34.201080322265625,4.937280893325806
random,1,2,3009,34.54829406738281,4.937280893325806
random,1,2,3010,34.2540283203125,4.937280893325806
random,1,2,3011,33.94411087036133,4.937280893325806
random,1,2,3012,34.023109436035156,4.937280893325806
random,1,2,3013,34.36917495727539,4.937280893325806
random,1,2,3014,34.730125427246094,4.937280893325806
random,1,2,3015,34.998817443847656,4.937280893325806
random,1,2,3016,34.874000549316406,4.937280893325806
random,1,2,3017,35.33580780029297,4.937280893325806
random,1,2,3018,35.3929328918457,4.937280893325806
random,1,2,3019,35.34722900390625,4.937280893325806
random,1,2,3020,35.210079193115234,4.937280893325806
random,1,2,3021,35.039703369140625,4.937280893325806
random,1,2,3022,34.78145980834961,4.937280893325806
random,1,2,3023,34.85488510131836,4.937280893325806
random,1,2,3024,34.22389602661133,4.937280893325806
random,1,2,3025,33.832035064697266,4.937280893325806
random,1,2,3026,34.62028884887695,4.937280893325806
random,1,2,3027,34.572227478027344,4.937280893325806
random,1,2,3028,33.90699768066406,4.937280893325806
random,1,2,3029,34.065773010253906,4.937280893325806
random,1,2,3030,34.08698272705078,4.937280893325806
random,1,2,3031,34.33345031738281,4.937280893325806
random,1,2,3032,34.077178955078125,4.937280893325806
random,1,2,3033,34.267295837402344,4.937280893325806
random,1,2,3034,34.451438903808594,4.937280893325806
random,1,2,3035,34.453407287597656,4.937280893325806
random,1,2,3036,34.554752349853516,4.937280893325806
random,1,2,3037,34.29166030883789,4.937280893325806
random,1,2,3038,34.724082946777344,4.937280893325806
random,1,2,3039,34.779747009277344,4.937280893325806
random,1,2,3040,35.05949401855469,4.937280893325806
random,1,2,3041,35.43202209472656,4.937280893325806
random,1,2,3042,35.379730224609375,4.937280893325806
random,1,2,3043,35.36598205566406,4.937280893325806
random,1,2,3044,35.788238525390625,4.937280893325806
random,1,2,3045,35.53715515136719,4.937280893325806
random,1,2,3046,35.302513122558594,4.937280893325806
random,1,2,3047,34.95537185668945,4.937280893325806
random,1,2,3048,34.99102783203125,4.937280893325806
random,1,2,3049,35.434017181396484,4.937280893325806
random,1,2,3050,35.44208526611328,4.937280893325806
random,1,2,3051,35.48430633544922,4.937280893325806
random,1,2,3052,35.19351577758789,4.937280893325806
random,1,2,3053,34.94447708129883,4.937280893325806
random,1,2,3054,34.92502212524414,4.937280893325806
random,1,2,3055,34.92877197265625,4.937280893325806
random,1,2,3056,34.99418258666992,4.937280893325806
random,1,2,3057,35.08750534057617,4.937280893325806
random,1,2,3058,35.996639251708984,4.937280893325806
random,1,2,3059,36.31938171386719,4.937280893325806
random,1,2,3060,36.779170989990234,4.937280893325806
random,1,2,3061,36.52672576904297,4.937280893325806
random,1,2,3062,35.592506408691406,4.937280893325806
random,1,2,3063,35.674407958984375,4.937280893325806
random,1,2,3064,35.601722717285156,4.937280893325806
random,1,2,3065,35.462833404541016,4.937280893325806
random,1,2,3066,35.552467346191406,4.937280893325806
random,1,2,3067,35.595176696777344,4.937280893325806
random,1,2,3068,35.700439453125,4.937280893325806
random,1,2,3069,35.822898864746094,4.937280893325806
random,1,2,3070,35.76083755493164,4.937280893325806
random,1,2,3071,36.60248947143555,4.937280893325806
random,1,2,3072,36.759246826171875,4.937280893325806
random,1,2,3073,36.969032287597656,4.937280893325806
random,1,2,3074,36.673667907714844,4.937280893325806
random,1,2,3075,36.2020378112793,4.937280893325806
random,1,2,3076,36.28326416015625,4.937280893325806
